header,review,rating,name,location,date
Best card for kids!!,I love it! It is easy to navigate and my children love it!,5,Ashley Jeter,United States,2021-04-11
I think the overall idea and app…,I think the overall idea and app platform are great! It’s easy to navigate and comprehend. I think it’s a great idea for pre-teen and even younger teenagers.,4,customer,United States,2021-04-11
Wonderful and easy way to teach my son…,Wonderful and easy way to teach my son responsibility and working for his allowance. I set the tasks and he checks them when complete. He set a goal of saving $100 by July and as of April he’s already for $40. So great!,5,Emily,United States,2021-04-11
Me and my daughter love it,Me and my daughter love it ! I think every family should have this app!,5,Mo Houston,United States,2021-04-11
The cards don’t work anywhere which…,"The cards don’t work anywhere which defeats the purpose of having them The cards are adorable and work online with games, however that’s pretty much it. I will be canceling my membership",2,customer,United States,2021-04-11
Excellent beginner app for my 12 year…,Excellent beginner app for my 12 year old daughter. I look forward to her financial growth with the lessons this app will teach her.,4,Kevin S,United States,2021-04-10
Great card for kids it's an inventive…,Great card for kids it's an inventive way to get kids on learning how to manage their money and chores,5,customer,United States,2021-04-10
I don’t like that you can’t transfer…,I don’t like that you can’t transfer money back to your personal account or that two parents can’t add to the account. I’ve also tried to change the allowance amount several times and the changes won’t take .,2,customer,United States,2021-04-09
Approved,"So far, so good!Easy to use and understand.",5,customer,Dominican Republic,2021-04-09
I don't like the way they put the money…,I don't like the way they put the money on the cards. My kids can't use it like i give it if they are away it can't be used until a week later,3,customer,United States,2021-04-09
My kids couldn't use their card in a…,My kids couldn't use their card in a restaurant when they where out with there friends so embarrassed,4,customer,United States,2021-04-08
Really great start to teaching about…,Really great start to teaching about saving and consequences.,5,customer,United States,2021-04-08
I first signed up with greenlight for…,I first signed up with greenlight for my son. Nothing ever worked and charged me a monthly fee for a card that never worked. Go henry has been great no issues whatsoever. My son truly enjoys a little financial freedom.,5,Gary,United States,2021-04-08
Card doesn't work at most places,Card doesn't work at most places. Had to cancel,1,customer,United States,2021-04-08
The card was not what I expected it to…,The card was not what I expected it to be.We were charged for making a purchase.,1,Charise,United States,2021-04-07
My son loves it and so do we,My son loves it and so do we! He is motivated to do more chores and is learning spending responsibility.,5,Diane Wisniewski,United States,2021-04-07
Awesome,The most relevant monetary and reward system in my children's lives. Thanks GoHenry,5,Desiree O'Nan Garcia,United States,2021-04-07
My kids love it.,"I like it, kids like it. Wish it had a daily task option. Took a lot of time setting my daily tasks on the app 😫 but now that that's done it's great. I like that they can save for certain things, my kids are saving for their vacation spending money. They can also send money to me or each other!",4,Happy Momma,United States,2021-04-07
Awesome for kids,Awesome for kids. When green light gave me issues I switched right over and I have been absolutely satisfied with our experience.,5,customer,United States,2021-04-07
I ordered a card NEVER got it,I ordered a card NEVER got it. Went on site paid $5.00 thinking y'all was going so send another one out and I STILL haven't received a card. I even sent a email out 3 weeks ago NO RESPONSE as of 4/6/21.,1,customer,United States,2021-04-06
Its a good app however there are some…,Its a good app however there are some websites or apps that the card does not work on,4,customer,United States,2021-04-06
Very Happy!!,"So far, we are very pleased with the go henry system. My only suggestion would be to have more options for daily tasks and chores. Currently, I have to add each daily task as an individual task for each day of the week. It would be helpful if you could designate certain tasks to be daily instead of ""one off's"" or weekly only. Otherwise, we love it and it has been a fantastic motivator for our child!Thank you!",5,Alexia,United States,2021-04-05
This is really educational for my granddaughter,"This is really educational for my granddaughter she's 7yrs. Old and learning about money in math ,so this card will help will her to keep a balance+ keep up with her chours around the house. Every week she manages her chours her card gets money 😃😄, and I get a clean bedroomThis really teachesresponsibility. .",5,Thomas malick,United States,2021-04-05
So far the serv is is awesome making…,So far the serv is is awesome making great progress with my son goal and saving,5,Anastasia El Bey,United States,2021-04-05
My granddaughter loves it,My granddaughter loves it. She sets her savings goals and this helps her visualize and save. I wish I had done this earlier and for all the grands!,5,Andriea,United States,2021-04-05
You guys stole my $10 and blocked my…,You guys stole my $10 and blocked my account. Thieves,1,Newstrendgh-twitter,United States,2021-04-05
Great card for kids let's them learn…,Great card for kids let's them learn how to earn and save there money.,5,Matt L.,United States,2021-04-05
My son loves it!,My son really loves the fact that he has his own card with his name on it and that I can move money over when he needs it,5,Kking,United States,2021-04-05
The app has one significant drawback,"The app has one significant drawback. I like the concept and idea, but there is one drawback for me, and it is significant. The drawback is the fact that you can’t assign a daily chore or task and pay based upon completion of the task. I have several kids with alternating chores and this app doesn’t provide for me to track it. It only has weekly options.",3,Stay at home Dad,United States,2021-04-05
It's the best card,It's the best card. My son had very save money,5,Carrie Davis,United States,2021-04-05
Great app...teaches responsibility and…,Great app...teaches responsibility and encourages indepentabilty,5,customer,United States,2021-04-05
It has help with my kids doing stuff…,It has help with my kids doing stuff around the house .,5,customer,United States,2021-04-04
Great service to have,,5,customer,United States,2021-04-04
Really disappointed in this entire…,"Really disappointed in this entire thing.No American phone number, no real way to actually get help",1,Joy Unspeakable,United States,2021-04-04
I want to cancel the account and it…,I want to cancel the account and it won’t allow me to do so,1,Gabriela Marie Silva Palacio,United States,2021-04-04
she loves her card its easy to use and…,she loves her card its easy to use and she has a sense of accomplishment when money is added to her card for jobs she completes.,4,customer,United States,2021-04-04
My daughter is thinking more about how she spends her allowances,"I'm able to deposit my daughter's allowance right to her card and track her spending habits. The ability to user her own personal card gives her a bit of freedom to think about what she spends her money on and how to save for future purchases.So far so good,Jonathan",4,customer,United States,2021-04-04
Keep up the good work,,4,customer,United States,2021-04-03
We love gojenry!,"I got the gohenry card for my 13 year old daughter and she loves it, as do I! It has many great features and also teaches about managing money and using a debit card. Highly recommend!",5,customer,United States,2021-04-03
Customer review,Love it for my kids.,5,customer,United States,2021-04-03
Very great and useful..,,5,Derrick Moses,United States,2021-04-03
I really love this app,I really love this app. It helps me in so many ways in helping my child understand how the real world works. Plus I don’t have to give cash to my child worrying if she lost her money while out with family members. Last but not least I can wire/send money without being around physically and it’s very easy going app. I rate 5 stars ⭐️!!,5,A mom of two,United States,2021-04-03
I am extremely happy with the GoHenry…,"I am extremely happy with the GoHenry app. My son is an adult with down syndrome, age 22. He is a college student and is crushing every aspect of his life working and going to school. This app makes his finances so simple he can see where everything is being spent he can save for his goals. We are 100% satisfied. Great job go Henry!!",5,customer,United States,2021-04-02
Love Go Henry,Love Go Henry! This has been perfect for our grandson to enjoy the benefits of having his own money to spend with a secure setting. He feels so special and is learning about the value of money. Highly recommend to anyone.,5,Keri Printy ,United States,2021-04-01
I got the card so that my some could by…,I got the card so that my some could by v bucks and other things for his game. It does not work for those type of purchases .,1,Jazz ,United States,2021-04-01
It has helped my son realize where…,It has helped my son realize where money comes from and its not free he realizes that he has to work to get paid.,5,customer,United States,2021-03-31
Average app,Average app. Nothing special. Does what it is supposed to.,3,customer,United States,2021-03-31
I I love it,"I I love it, it’s perfect for my 13yrs and helps me set up her do to list every week which she gets her allowance and keep her how save and manage her funds THANKS GOHENRY",5,Kenyetta Barfield ,United States,2021-03-31
As a family we love it,Love it my son now wants to help more so he can earn money.and love that he buys items with his own money.that he's work for,5,Keith Meyers,United States,2021-03-31
I love this !!,I love this !!! So easy to use for me and the kids .,5,customer,United States,2021-03-31
Great card,My teenager loves this card and I really appreciate the parent app.,5,customer,United States,2021-03-31
Very helpful and fast with responding…,Very helpful and fast with responding back.,5,customer,United States,2021-03-30
I'm enjoying this goHenry app,"I'm enjoying this goHenry app. it opens a line of communication with my grandkids and more insight on their interest. Along with, the opportunity to help them understand how to manage their hard earned fund account.",5,Albert Dennis Newton,United States,2021-03-30
Thank you!,Easy to understand for both adults and children .Great customers service . A wonderful way to teach finance.,5,Sherry,United States,2021-03-30
The only thing that bothers me,"The only thing that bothers me, you guys will tell me it’s time to pay her , her $10. And I will pay her, and u guys still push me to put my money in my account, and when I do, sometimes she gets doubled paid, from my money I have saved for next week. This has happened several times. And I have to argue with her, cause she thinks I’m taking money away from her, when it’s the money for next week, I’ll. Not sure how this is going to work long term",2,customer,United States,2021-03-30
Lift restrictions on 16+,I have an issue with him not being able to buy gas at the pump. He travels for AAU basketball and some stations aren't open on the inside but the pump is. That's the only issue I have with this card. Other than that I LOVE IT! I can see what he buys and discuss spending limits!!,4,BallMom,United States,2021-03-30
Not bad for my daughter,,4,Justin A,United States,2021-03-30
Excellent,Exactly as promised.,5,customer,United States,2021-03-30
Best app ever,Best app ever. My kids love their cards!,5,customer,United States,2021-03-30
My son is 13 and unlike my three other…,My son is 13 and unlike my three other kids he has no understanding of money. It slipped through his fingers until I found go Henry! It’s motivating him to complete chores and actually save money. And his dad and I like how we can add new chores and keep track of what he’s spending his money on. I would recommend this to any parents who truly want to teach their little spendthrifts about money!,5,katherine Jenkins,United States,2021-03-30
Easy to use for both parents and kids,"Easy to use for both parents and kids. The app is great, and customer service goodthough I think they’re in the UK so there’s a time delay in responding. I like being able to track where, when and how much money my kids (both teens) spend so we can talk about making good decisions.It has also been a useful tool for tracking chores and rewards.Definitely recommend this.",5,Beth A.,United States,2021-03-29
We love Gohenry US,We love Gohenry US! My kids are more motivated to their chores and school work!,5,Katherine,United States,2021-03-29
I think the app is limited in terms of…,"I think the app is limited in terms of chores. My son has daily chores, but that is not an option in this app. Also, the minimum amount that can be assigned for a completed chore is $0.50. For chores he has to do every day, that's too much. I would like the option to give him a chore every day of the week so that he makes as much as he has earned, rather than my having to make it a weekly chore that is all or none.",3,customer,United States,2021-03-29
Excellent program,"Excellent program, so glad to have this option",5,Mary,United States,2021-03-29
I just Love How Convenient this card…,I just Love How Convenient this card is. They thought of everything for you! It gives my boys a little responsibility while being independent! They Love it as well!!....... My nephews and Nieces are next to receive their's..... Thanks GoHenry,5,customer,United States,2021-03-29
The app is very easy to use,"The app is very easy to use, convenient and I love it.",5,customer,United States,2021-03-28
Very good way to teach kids about…,Very good way to teach kids about money. Helps with accountability when it comes to getting paid allowance.,5,Debbie,United States,2021-03-28
Paying per kid is a terrible design in…,Paying per kid is a terrible design in my opinion.,1,Jeremy Adams,United States,2021-03-28
I think this is a good card for my…,I think this is a good card for my daughter and I see everything she spends,5,customer,United States,2021-03-28
No not 5 stars,"No not 5 stars, but 1. I can't get 100% sign in. My family is giving up on this card for my grand. I've tried and so have they. It's still stuck with 90%. We are not happy. Nor have my grand used her card.",1,Angela Roberson,United States,2021-03-28
I couldn’t activate the card email no…,I couldn’t activate the card email no help,1,customer,United States,2021-03-28
It should be a better way for family to…,It should be a better way for family to send the kids money directly.,4,customer,United States,2021-03-27
All of us love it and my granddaughters…,All of us love it and my granddaughters are doing the chores for the house,5,customer Kathy,United States,2021-03-27
Not a huge fan of the monthly fee but…,Not a huge fan of the monthly fee but my kiddo loves to check the app and see how much she has saved and how much she can spend.,5,customer,United States,2021-03-27
Super easy to use and kid friendly!,,5,Malindi,United States,2021-03-26
Credit cards NOT accepted for funding,"A bit frustrated that credit cards are not accepted for funding. I personally don't have a debit card, nor do I want one.",3,P. Holland,United States,2021-03-26
Love everything about it,,5,customer,United States,2021-03-26
Happy Mom!,My daughters are happy to have a credit card of their own!,5,Karen,United States,2021-03-26
Highly Recommend,Go Henry is a great way to teach financial responsibility. I am big fan.,5,Patricia Carroll,United States,2021-03-25
My son is excited about saving his own…,My son is excited about saving his own money and learning to be independent .. thank u guys,5,customer,United States,2021-03-25
So far so good I like it so dose my son,,5,customer,United States,2021-03-25
This app makes my kids motivated to do…,This app makes my kids motivated to do chores. I had 2 friends join and it is working well for them too. Downside is I didn't get the $10 for each of them joining. But all in all very satisfied,5,customer,United States,2021-03-24
We love this card and the skills being taught,"We are happy with the card, teaching how to be responsible with the card and money.She even has a savings set up to buy swimsuits for the summer😂 No complaints from the step momma!",5,JTurner,United States,2021-03-24
Great,Great idea perfect for my son,5,customer,United States,2021-03-24
You guys canceled my child's card for…,You guys canceled my child's card for no reason.,1,customer,United States,2021-03-24
Better than Greenlight,,5,customer,United States,2021-03-24
I enjoy using go henry with my…,"I enjoy using go henry with my children. I have three kids, however, and i think it is pricy.Perhaps offering discounts for additional children or if you prepay for the year would be a good idea.",3,customer,United States,2021-03-24
Some of the sittings on the app I can…,Some of the sittings on the app I can personalize for example the messagesto personalize a birthday or a special gift the setting is not on my iPhone I’ve reached out to customer care via email no one has responded but overall the app does well.,4,Dashaye Burton,United States,2021-03-24
My daughter loves having her own debit…,My daughter loves having her own debit card. Easy to set up and monitor. Also easy to share the link to allow other family members to giver her money.,5,Shaletha ,United States,2021-03-24
mY CHILD not responding as he should,"mY CHILD not responding as he should, but this is a good program for kids.",4,Larry Mease,United States,2021-03-24
Has been great so far.,,5,Satisfied Customer ,United States,2021-03-23
It's really helpful for the kids and I,,5,customer,United States,2021-03-23
Great way to teach,Great way for kids to learn about money and responsibilities,5,Celena,United States,2021-03-23
I like this app,I like this app. It helps my children keep track and manage their own money. I wish we could make up their own pin for the card.,5,Chante,United States,2021-03-23
Great card,"Great card, very useful to help my kids save money. Also teaching them the responsibility of spending/saving",5,customer,United States,2021-03-22
Loved this card!!!,,5,customer,United States,2021-03-22
Great app to navigate,,5,customer,United States,2021-03-22
I really love it it teach Isaiah how to…,I really love it it teach Isaiah how to save money. Thank you.,5,Marilyn,United States,2021-03-22
A little glitchy but support is responsive.,"I am editing this review from 1 star to 3. I still think there is room for improvement but I appreciated the follow up after I expressed my frustration with my initial customer service experience.Original Post:Allowance doesn't get paid on time because my balance disappears overnight only to return after the allowance autopay time passes. I don't mind doing it manually but errors saying I have insufficient fund when I have $60+ are unacceptable. When I submitted a ticket they responded saying that the allowance was paid so all was okay. No. It is not okay. My money was missing and I had to manually issue allowance. Bad service, faulty app. We're considering running out the money in there and finding aless glitchy alternative.",3,Mel,United States,2021-06-09
I love it so convenient,,5,Jasmine Price,United States,2021-03-22
Disappointed bc my daughter can't buy…,Disappointed bc my daughter can't buy robox or roblox online gaming with her card. That's why I got it!,1,customer,United States,2021-03-22
I love this app,"I love this app! It helps the kids stay accountable, but I wish there was an option for daily chores!",4,customer,United States,2021-03-21
We like Go Henry,We like Go Henry.So far we really like the app. My Granddaughter used her card to make some purchases the other day. Good experience for her to use own money.,4,Pop Pop,United States,2021-03-21
Our Life Changer,"Parents you will not regret getting this card for your child! Our family has thoroughly enjoyed the goHenry card and app! It seems like they thought of everything! The personalized debit cards, the chore list, the giving link for family and friends, the opportunity to give to charities, the savings opportunity, I could go on and on. Our kids are sticking with doing their chores but are also proud that they are reaching their savings goals. We def love receiving the text that our child has spent $ and where it was spent. We are impressed and have shared it with multiple family and friends! It’s easy and not a nuisance to maintain/manage. I have no complaints or suggestions! It’s a life changer!",5,Mom K,United States,2021-03-21
I tried multiple times to try to send…,I tried multiple times to send funds to my granddaughter for her birthday. It kept rejecting payment. Today I tried again and ended up calling my bank. My bank said there has been activity reported with your program and until I called they would not approve for your site. Disappointed.. Should have been a quick process... In response to the reply: There was no activity on my account. They told me this site has had suspicious activity and to use a more trustworthy site. I really hate when people misconstrue what was said.,1,SS,United States,2021-04-04
Excellent,"This is a very good way to teach kids about money. The options on this app go totallyAbove and beyond what I thought.It has options for teaching them how to give, save and they can also receive gifts from relatives for birthdays and holidays.It is so convenient.You can even set tasks to motivate them to make more money each week.This is a good way to go.",5,Lindsay Merry,United States,2021-03-21
Great app hands down my daughter and I…,Great app hands down my daughter and I both love it.,5,customer,United States,2021-03-20
Because its a good app for children…,Because its a good app for children with the parent help.,5,Samaryra,United States,2021-03-20
I love it and my daughter does too,,5,Shirlene ,United States,2021-03-20
Perfect Experience,Easy to use! Works great!,5,Shellib,United States,2021-03-20
Can’t wait to give my grandson go Henry…,Can’t wait to give my grandson go Henry Credit Card! It is very easy to load money and transfer the money,5,customer,United States,2021-03-20
I love the fact that my kids cards are…my kids card,I love the fact that my kids cards are safe helps ease my stress and gives them some freedom with their money yes I make my kids earn it bc I earn mine I don’t want them thinking everything in this world is free and that if they want nicer things in life they have to work for it and this card gives them the feeing of responsibility.,5,customer,United States,2021-03-20
Great,Great I love gohenry for my son,5,Michele Bostick,United States,2021-03-19
Fiscal Responsibility,Best way to teach your kids how to save and spend responsibly.,5,SurferSteeve,United States,2021-03-19
goHenry is AWESOME,"goHenry is AWESOME! I've tried other debit-cards-for-kids programs for my family and the rest are so clunky and just not user friendly.GoHenry is so different - the end user interface is super crisp and clean, funding is IMMEDIATE (unlike literally every other kid debit card we've had), and the kids also get the app on their phone with chores they can complete to earn more allowance, ability to save up for something big, and a clear view of how much they have on their card. It's so easy and the aesthetic is great - my 10 and 12 year olds really enjoy using it, and so do I.5 stars, hands down!",5,Kate,United States,2021-03-19
Nice!,Good card for younger kids!Watch those spending limits!,4,Calhoun,United States,2021-03-18
LOVE IT!!!,Gohenry is amazing! My daughter feels so independent! She’s also helping more around the house because I can pay her anytime for chores/allowance. 10/10 would recommend!,5,Page Sharpe,United States,2021-03-17
My son loves this card and the fact…,My son loves this card and the fact that hecontrols his money.,5,customer,United States,2021-03-17
I love this...,,5,customer,United States,2021-03-17
So far,"So far, it's an excellent app for my kids. The set up was very easy with no hassle. My kids enjoy working for their allowance all while teaching them how to save! Definitely recommend getting this app.",5,customer,United States,2021-03-17
You can't reload the card from a credit…,"You can't reload the card from a credit card, like AMEX.Sorry, but that's just rediculous.",1,Bill Wimmer,United States,2021-03-17
too much advertising--selling the…,too much advertising--selling the product to kids. I really don't have time to figure this out. a little disappointing.,1,customer,United States,2021-03-16
My daughter like it's a good program to…,My daughter like it's a good program to teach kids have to saving money and helped me to to know how the kids spend money,5,Melody Roberson,United States,2021-03-16
I am very satisfied  so are my…,I am very satisfiedso are my grandchildrenIt'sfast convenience no problemI love it.,5,Caroline Rowan,United States,2021-03-16
No card,"IDK? we never got a card. may have been lost in mail? we have since moved on from the idea. :(Will the money we put on that lost card, be returned to us? IDK?",3,customer,United States,2021-03-16
I have no complaints,,4,customer,United States,2021-03-16
Still haven't recieved my child's card…,Still haven't recieved my child's card and it has been MONTHS!,1,customer,United States,2021-03-15
I love gphenry,I love gohenry! it's notifies every trans actions and store your child has used the card.,5,customer,United States,2021-03-15
Improvements needed...,"Improvements needed...Duel parent accounts... ObviouslyMore ""add money"" options(Example:paypal and/or pure paid debit)",2,customer,United States,2021-03-15
This has helped our family so much to…,This has helped our family so much to teach my teenage son how to save money and to be frugile with his purchases.,5,Ruth,United States,2021-03-15
This has been a great learning tool,This has been a great learning tool for my 10 year old son!I love that I get notifications whenever he uses his card. Overall we both love it,5,customer,United States,2021-03-14
Excellent financial literacy app,"Excellent financial literacy app and customer service. I called customer support and spoke with a real human that was friendly, knowledgeable and courteous.Thanks guys. Keep up the good work!",5,Shikely,United States,2021-03-14
I sent my son $ fo,I sent my son $ for getting a great report card with a message saying how proud I was of him. He received the $ and message but I am unable to view his response. Where would I find that on the app? Otherwise we are very pleased so far with the program.,5,Melissa,United States,2021-03-14
I love this app,"I love this app, it has helped assign chores and remind me to provide an allowance for my children. It's really safe and fast way to also helped our children if they need immediate assistance for gas money. Has educated my son to start saving and provide a safety net for the future.",5,Maria G.,United States,2021-03-14
I can't get into my acount,I can't get into my acountAnd I had alot of money in my accountfor my child,1,Herman benford,United States,2021-03-14
Love it,Love it and I will let my friends know so thy can signed thy kids up,5,Latoya Anderson,United States,2021-03-14
Months later,"Months later, I still never received a card.",1,Denise M. Caviness,United States,2021-03-13
Cool kids app,"My daughter likes the app, her card, and just feeling independent of her money/allowance",4,Faatinah,United States,2021-03-13
Nice start for children,,4,customer,United States,2021-03-13
As young kids and…,"As young kids and teens get older , this card teaches them responsibility about money and how to save up. I would definitely recommend for anyone who has children around 12 - 17 to order a card. As the adult you can see what your child buys from any store they go to just check the cards history. Also It notifies you when you spend and let’s you know the amount you have left.",4,customer,United States,2021-03-12
Won’t let me in my acct cuz phone…,Won’t let me in my acct cuz phone number changed,1,customer,United States,2021-03-12
Never received my card.,,1,customer,United States,2021-03-11
The best kid debt card out there,The best kid debt card out there taught my daughter money ain’t given it’s worked for,5,customer,United States,2021-03-11
I love the system great people.,,5,Jennifer and brandon brammer,United States,2021-03-11
Godsend,Godsend for anyone struggling to teach financial responsibility to their kid(s)!,5,K.Shear,United States,2021-03-11
Love it and the task and customization…,Love it and the task and customization of tasks is awesome and I love that they can budget there money!,5,customer,United States,2021-03-11
Horrible service,"Horrible service, first sent my a defective debit card, customer service and email was not helpful nor responsive",1,customer,United States,2021-03-11
Get Gohenry for your child now; Thank me later!,"Gohenry is helping our daughter learn about money. She is saving and has even volunteered to do a few chores (we are taking it one step at a time). The app is easy to use and to control (e.g. right now, we do not allow our daughter to purchase items online). The gift link option is AWESOME. When friends and family want to send our daughter money, I simply send the gift link. Even better, some of the money goes into her savings account. I cannot say enough about how awesome this app is. OK, last comment (I promise). Regardless of the weekly amount ($5, $10, $20, etc) you can use this card. It does not require the parent to be a millionaire. Get this app for your children/child; thank me later.",5,Dominique,United States,2021-03-11
Both my granddaughters love gohenry and…,Both my granddaughters love gohenry and I love it. I can put money on there card anytime I want.,5,Peggy Ginn,United States,2021-03-10
Deal Breaker,Not having an option to add daily tasks makes all of the other offerings mute.,2,customer,United States,2021-03-10
Earning Lessons,"My son's (12,13 yrs old) hv really adapted well in the short period of time we've been using the app. They use the money they earn to save up for things they want!",5,KarenRossman,United States,2021-03-10
I love this app,I love this app! My kids are 11 and 13 years old. It is teaching them in so many ways about money and responsibility with money. I wish I had this as a kid! Love it and would recommend this for allowances!!! It is Fantastic! ❤️,5,customer,United States,2021-03-09
My family is enjoying this teaching…,My family is enjoying this teaching tool for our grandson. He's excited each week to see how much money he can earn completing his tasks. It's teaching him to be mindful of money decisions and the power of saving.,4,customer,United States,2021-03-09
The Gohenry card has been so helpful…,The Gohenry card has been so helpful with my son's allowence. He has doing very well with saving.,5,Crystal Mango,United States,2021-03-09
Had a problem getting my card delivered…,"Had a problem getting my card delivered and accessing the account funds while a new card was ordered. To their credit, I did get a free month after I complained twice. So far, it is good for my 10 year old granddaughter.",4,customer,United States,2021-03-09
Great app,"Great app, we love it!",5,XP,United States,2021-03-09
It is very simple to set up and very…,"It is very simple to set up and very easy to use ,it encourages good behavior and a way to make sure that is recognized",5,customer,United States,2021-03-09
needs multiple parent loging access…,needs multiple parent loging access asap.,4,fernando,United States,2021-03-08
Great idea,"Great idea, and AMAZING customer service.",5,customer,United States,2021-03-08
Very good for my young man and he…,Very good for my young man and he enjoys being able to use a card to purchase items.,4,customer,United States,2021-03-08
The card is good and all BUT,The card is good and all. But there is someone from networks or ATMs from New York City trying to get in my son's account and withdraw money. I live in Texas my son is only 16. I don't know how people getting in their account. Without their card. This happened to my sons twice. They haven't take anything out yet but just thinking about it can happen got me kind of nervous. My son is in his room right now asleep and someone is in his account trying to take money out at an ATM machine in New York City how's this possible when he has his card and his wallet. I get alerts all the time when money's been deposits and when money's been distribute to all my kids account. This is scary I had to lock his car tonight so nobody could go into his account. Parents be aware the card is not protected seems like it's not safe like a credit card. Safe from scams scammers out there. My kids go online and buy things from Amazon and Roblox. This is just super weird.,2,Lori,United States,2021-03-08
The card sounded like a good thing,The card sounded like a good thing.However no where while signing up did it mention a monthly fee.I would not even be to mad about that but the fee is just to high.$3.99 a month is $47.88 a year which is higher then your average real credit card.Lower the monthly fee and the card would be worth using.,2,customer,United States,2021-03-08
Great starter card for young people,"Great starter card for young people! Excellent customer service, too! Highly recommend GoHenry!",5,Felicia H,United States,2021-03-07
Wonderful Company,"What a terrific way to teach teens about the value of money! Go Henry tracks ways they can earn it, then they receive it on their own personalizd debit card. They can use it to spend in stores or online, with parents having the ability to set both monetary and location limits. It has taught them to save, and that they have to protect the card and its password. Parents can send links to others for them to receive money on birthdays, etc. The monthly fee is so reasonable and fair.",5,Debra Kaminski,United States,2021-03-07
I have enjoyed keeping up with her…,I have enjoyed keeping up with her chores. I have also glad she is interested in budgeting her money .,5,customer,United States,2021-03-07
I love it,I love it. It's easy to use and is really helping my son understand that you have to have money to spend money,5,customer,United States,2021-03-07
so far so good,,5,Natasha Warren,United States,2021-03-06
Spectacular,I have had nothing but a positive experience with go Henry,5,customer,United States,2021-03-06
I cannot reach anyone.i have questions…,I cannot reach anyone.i have questions before i activate my cards.,1,Pamela harris ,United States,2021-03-06
Great Training Tool,This product actually prepares kids to manage money electronically.Great job!,5,customer,United States,2021-03-06
Great App Nice,,5,Kendra Johnson,United States,2021-03-05
Great card for kids just wish they…,Great card for kids just wish they could use the card at the gas pump rather than having to go inside to pay for gas.,4,customer,United States,2021-03-04
Very user friendly,Very user friendly.Convenient.Great way to help teach our son that hard work pays off.,5,customer,United States,2021-03-03
I would referred to anyone because it’s…,I would referred to anyone because it’s work good for kids them,5,customer,United States,2021-03-03
Kids Learning Management and Responsibility,"My daughter is 11.When set up her account and saw the advantages, she was so happy. She said it made her feel good to know she can manage her money on a kid level. Getting my Grandson a card next.It makes me feel good to know she is learning how to manage money and learn responsibility.",5,fox family,United States,2021-03-03
This app is convenient and very useful…,This app is convenient and very useful to allow my younger kids to have access to money when they need it.The app itself is very user-friendly and I appreciate being able to quickly see where my kids are spending money.,5,Greg,United States,2021-03-03
Recommend for all parents!,Great tool to teach kids about earning saving and budgeting money!,5,Jennifer R,United States,2021-03-02
They will let anyone start an account…,They will let anyone start an account in your child's name. They will not close the account at the parents request. This is an easy avenue for your child's personal info to be stolen.,1,customer,United States,2021-03-02
Great customer service,Very helpful,5,Lou,United States,2021-03-02
Its ok i guess.,,5,Herbalflea,United States,2021-03-01
This is a great idea,This is a great idea. I got the go Henry card for my oldest granddaughter. It makes it very convent for her to get a snack at the local store after school before practice. The link you can send for elations to add money for special occasions is perfect.,5,John Dillon,United States,2021-03-01
GO Henry is convenient,"GO Henry is convenient,easy, and reliable.I love the abilityto add chores, quickly add funds and the links to allow others to send monetary gifts. I opened this accountfor my son's 13th birthday and my relativeswere able to send him birthday money securely and safely.",5,Southern Lady,United States,2021-03-01
Love this app,Love this app makes it easy for me to give my kids money for chores and assign chores. Also when family members give me money for the kids I can just transfer it to their cards.,4,customer,United States,2021-03-01
Should have withdrawal option from…,Should have withdrawal option from parent and child account,3,Bw,United States,2021-03-01
GoHenry is easy to use,"GoHenry is easy to use, works exactly like my debit card. We have not had any issues purchasing at stores or online. GoHenry has given my child confidence in using her earned money for things she wants. I feel it's more convenient to add money to her card than to give her cash to spend. Having the option to customize the card was a lot of fun. I've needed to reach out to customer service multiple times through the phone and through chat and the reps I spoke to each time were very helpful, polite, and informed. I would've liked to pick the PIN. It took my child a bit of time to remember it but over all it wasn't too big of a deal. I would love a daily task option, where the app would show only the tasks for that day, and whether they are checked off or not, the next day would have the same tasks again. This would come in useful for tasks like brushing teeth, and getting ready for bed, etc. We can't wait to see what new features GoHenry provides!",4,Azalia,United States,2021-02-28
$6 monthly fee is ridiculous,this would be a great product and service if there wasnt a monthly fee of $6 a month. rip off. I can download a free chores app and just deposit money in my childs savings account that comes with a free debit card at our local credit union,1,customer,United States,2021-02-27
have not received my cards,I have not received my cards,1,customer,United States,2021-02-27
Both of my kids have loved having the…,Both of my kids have loved having the ability to directly control what they make and how they spend it!,5,Karen,United States,2021-02-27
I love this app..,I love this app... Many ways to teach kids about earning money. They even have an option to donate money to charity... Great app. Highly recommend,5,Kelly Dyer,United States,2021-02-27
This is such an awesome product,This is such an awesome product. I love that we our teaching our children about savings & spending. Thanks for running such a great and easy program to navigate.,5,Johnette Osbon ,United States,2021-02-27
Incredible customer service,Incredible customer service. The Rep was helpful and took tons of time helping work through using the app. Thanks.,5,customer,United States,2021-02-27
Excellent,Teach my girls the value of money!,5,customer,United States,2021-02-27
Daughter loves it,,5,customer,United States,2021-02-26
Had too trouble reaching costumer…,Had too trouble reaching costumer service. Website was difficult to use. Cancelled before I ever used it.,1,customer,United States,2021-02-26
Thanks to GoHenry my daughter can see…,Thanks to GoHenry my daughter can see what money she can earn weekly for the task she completes. This has been a huge motivator in getting those chores done to earn that allowance!,5,customer,United States,2021-02-26
